date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
4/15/2017,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,300,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
5/15/2017,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,300,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
6/15/2017,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,300,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
7/15/2017,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,300,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
8/15/2017,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,262.5,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
9/15/2017,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
10/15/2017,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
11/15/2017,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
12/15/2017,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
1/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
2/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
3/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
4/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
5/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
6/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
7/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
8/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
9/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
10/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
11/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
12/15/2018,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
1/15/2019,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
2/15/2019,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
3/15/2019,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
4/15/2019,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
5/15/2019,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
6/15/2019,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
7/15/2019,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
8/15/2019,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
9/15/2019,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
10/15/2019,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250,AFN,Afghanistan,Hirat,282,Hirat,270,465,15,51,8,270_465_15_51,
1/15/2000,Bread - Retail,KG,cereals and tubers,14.26,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2000,Bread - Retail,KG,cereals and tubers,13.49,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2000,Bread - Retail,KG,cereals and tubers,11.76,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2000,Bread - Retail,KG,cereals and tubers,12.92,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2000,Bread - Retail,KG,cereals and tubers,16.44,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2000,Bread - Retail,KG,cereals and tubers,17.43,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2000,Bread - Retail,KG,cereals and tubers,18.54,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2000,Bread - Retail,KG,cereals and tubers,16.4,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2000,Bread - Retail,KG,cereals and tubers,15.92,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2000,Bread - Retail,KG,cereals and tubers,15.94,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2000,Bread - Retail,KG,cereals and tubers,16.15,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2000,Bread - Retail,KG,cereals and tubers,16.13,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2001,Bread - Retail,KG,cereals and tubers,15.9,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2001,Bread - Retail,KG,cereals and tubers,16.06,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2001,Bread - Retail,KG,cereals and tubers,16.13,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2001,Bread - Retail,KG,cereals and tubers,16.11,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2001,Bread - Retail,KG,cereals and tubers,15.45,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2001,Bread - Retail,KG,cereals and tubers,14.69,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2001,Bread - Retail,KG,cereals and tubers,14.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2001,Bread - Retail,KG,cereals and tubers,14.74,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2001,Bread - Retail,KG,cereals and tubers,14.8,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2001,Bread - Retail,KG,cereals and tubers,10.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2001,Bread - Retail,KG,cereals and tubers,10.31,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2001,Bread - Retail,KG,cereals and tubers,9.78,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2002,Bread - Retail,KG,cereals and tubers,7.72,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2002,Bread - Retail,KG,cereals and tubers,8.16,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2002,Bread - Retail,KG,cereals and tubers,6.52,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2002,Bread - Retail,KG,cereals and tubers,6.44,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2002,Bread - Retail,KG,cereals and tubers,6.83,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2002,Bread - Retail,KG,cereals and tubers,8.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2002,Bread - Retail,KG,cereals and tubers,8,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2002,Bread - Retail,KG,cereals and tubers,10,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2002,Bread - Retail,KG,cereals and tubers,13.33,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2002,Bread - Retail,KG,cereals and tubers,14.3,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2002,Bread - Retail,KG,cereals and tubers,14.43,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2003,Bread - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2003,Bread - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2003,Bread - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2003,Bread - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2003,Bread - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2003,Bread - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2003,Bread - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2003,Bread - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2003,Bread - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2003,Bread - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2003,Bread - Retail,KG,cereals and tubers,15,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2003,Bread - Retail,KG,cereals and tubers,15,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2004,Bread - Retail,KG,cereals and tubers,15,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2004,Bread - Retail,KG,cereals and tubers,14.3,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2004,Bread - Retail,KG,cereals and tubers,15,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2004,Bread - Retail,KG,cereals and tubers,15,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2004,Bread - Retail,KG,cereals and tubers,14.8,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2004,Bread - Retail,KG,cereals and tubers,17.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2004,Bread - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2004,Bread - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2004,Bread - Retail,KG,cereals and tubers,18.1,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2004,Bread - Retail,KG,cereals and tubers,16,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2004,Bread - Retail,KG,cereals and tubers,16,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2004,Bread - Retail,KG,cereals and tubers,17,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2005,Bread - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2005,Bread - Retail,KG,cereals and tubers,18.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2006,Bread - Retail,KG,cereals and tubers,18.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2006,Bread - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2006,Bread - Retail,KG,cereals and tubers,19.8,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2006,Bread - Retail,KG,cereals and tubers,19.9,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2006,Bread - Retail,KG,cereals and tubers,20.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2006,Bread - Retail,KG,cereals and tubers,20.3,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2006,Bread - Retail,KG,cereals and tubers,23.3,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2006,Bread - Retail,KG,cereals and tubers,22.8,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2006,Bread - Retail,KG,cereals and tubers,23.1,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2006,Bread - Retail,KG,cereals and tubers,23.3,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2006,Bread - Retail,KG,cereals and tubers,24,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2006,Bread - Retail,KG,cereals and tubers,23.6,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2007,Bread - Retail,KG,cereals and tubers,23.9,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2007,Bread - Retail,KG,cereals and tubers,23.6,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2007,Bread - Retail,KG,cereals and tubers,23,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2007,Bread - Retail,KG,cereals and tubers,22.9,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2007,Bread - Retail,KG,cereals and tubers,24.6,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2007,Bread - Retail,KG,cereals and tubers,24.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2007,Bread - Retail,KG,cereals and tubers,24.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2007,Bread - Retail,KG,cereals and tubers,24.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2007,Bread - Retail,KG,cereals and tubers,28.8,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2007,Bread - Retail,KG,cereals and tubers,30,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2007,Bread - Retail,KG,cereals and tubers,31.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2007,Bread - Retail,KG,cereals and tubers,34.3,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2008,Bread - Retail,KG,cereals and tubers,35.9,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2008,Bread - Retail,KG,cereals and tubers,35.3,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2008,Bread - Retail,KG,cereals and tubers,34.9,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2008,Bread - Retail,KG,cereals and tubers,45,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2008,Bread - Retail,KG,cereals and tubers,50,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2008,Bread - Retail,KG,cereals and tubers,46.25,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2008,Bread - Retail,KG,cereals and tubers,48.75,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2008,Bread - Retail,KG,cereals and tubers,48.75,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2008,Bread - Retail,KG,cereals and tubers,50,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2008,Bread - Retail,KG,cereals and tubers,50,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2008,Bread - Retail,KG,cereals and tubers,50,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2008,Bread - Retail,KG,cereals and tubers,50,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2009,Bread - Retail,KG,cereals and tubers,50,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2009,Bread - Retail,KG,cereals and tubers,42.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2009,Bread - Retail,KG,cereals and tubers,36.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2009,Bread - Retail,KG,cereals and tubers,33.25,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2009,Bread - Retail,KG,cereals and tubers,31.88,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2009,Bread - Retail,KG,cereals and tubers,36.25,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2009,Bread - Retail,KG,cereals and tubers,34.38,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2009,Bread - Retail,KG,cereals and tubers,32.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2009,Bread - Retail,KG,cereals and tubers,32.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2009,Bread - Retail,KG,cereals and tubers,32.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2009,Bread - Retail,KG,cereals and tubers,32.12,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2009,Bread - Retail,KG,cereals and tubers,30.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2010,Bread - Retail,KG,cereals and tubers,29.48,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2010,Bread - Retail,KG,cereals and tubers,29.28,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2010,Bread - Retail,KG,cereals and tubers,31.3,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2010,Bread - Retail,KG,cereals and tubers,30.1,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2010,Bread - Retail,KG,cereals and tubers,30.9,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2010,Bread - Retail,KG,cereals and tubers,33.1,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2010,Bread - Retail,KG,cereals and tubers,33.9,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2010,Bread - Retail,KG,cereals and tubers,35.28,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2010,Bread - Retail,KG,cereals and tubers,35.1,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2010,Bread - Retail,KG,cereals and tubers,35.55,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2010,Bread - Retail,KG,cereals and tubers,37.23,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2010,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2011,Bread - Retail,KG,cereals and tubers,38.68,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2011,Bread - Retail,KG,cereals and tubers,38.1,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2011,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2011,Bread - Retail,KG,cereals and tubers,38.1,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2011,Bread - Retail,KG,cereals and tubers,37.18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2011,Bread - Retail,KG,cereals and tubers,37,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2011,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2011,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2011,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2011,Bread - Retail,KG,cereals and tubers,38.18,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2011,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2011,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2012,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2012,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2012,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2012,Bread - Retail,KG,cereals and tubers,38.5,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
5/15/2012,Bread - Retail,KG,cereals and tubers,38.49,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
6/15/2012,Bread - Retail,KG,cereals and tubers,38.65,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
7/15/2012,Bread - Retail,KG,cereals and tubers,38.65,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
8/15/2012,Bread - Retail,KG,cereals and tubers,38.46,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
9/15/2012,Bread - Retail,KG,cereals and tubers,38.84,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
10/15/2012,Bread - Retail,KG,cereals and tubers,39.22,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
11/15/2012,Bread - Retail,KG,cereals and tubers,39.61,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
12/15/2012,Bread - Retail,KG,cereals and tubers,39.22,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
1/15/2013,Bread - Retail,KG,cereals and tubers,39.22,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
2/15/2013,Bread - Retail,KG,cereals and tubers,39.22,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
3/15/2013,Bread - Retail,KG,cereals and tubers,40,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
4/15/2013,Bread - Retail,KG,cereals and tubers,39.8,AFN,Afghanistan,Kabul,284,Kabul,271,55,15,5,1,271_55_15_5,
